Category,Institution,Type (HigherEducationBySector),County,zip code (HigherEducationBySector),Address (HigherEducationBySector),Latitude (HigherEducationBySector),Longitude (HigherEducationBySector),Sector and Type (HigherEducationBySector),City (HigherEducationInstitutions),Total price for in-district students living on campus  2024-25 (DRVCOST2024) (Cost),Total price for in-state students living on campus 2024-25 (DRVCOST2024) (Cost),Total price for in-district students living off campus (not with family)  2024-25 (DRVCOST2024) (Cost),Total price for in-state students living off campus (not with family)  2024-25 (DRVCOST2024) (Cost),Total price for in-district students living off campus (with family)  2024-25 (DRVCOST2024) (Cost),Total price for in-state students living off campus (with family)  2024-25 (DRVCOST2024) (Cost),State abbreviation (HD2024) (Cost),Distance to Philly (Latitude),Distance to Philly (Longitude),Distance to Pittsburgh (Latitude),Distance to Pittsburgh (Longitude),Distance to Allentown (Latitude),Distance to Allentown (Longitude),Distance to Reading (Latitude),Distance to Reading (Longitude),Distance to Erie (Latitude),Distance to Erie (Longitude),North,East,South,West,Central
Private College/University,Thiel College,Main Campus Location,Mercer,16125.0,"75 College Ave, Greenville, PA 16125",41.4083844,-80.3841091,Private College/University - Main Campus,,,,,,,,,1.455784400000006,-5.219489100000004,0.9696844000000056,-0.3869090999999969,0.8060844000000031,-4.912709100000001,1.0713843999999995,-4.462709099999998,-0.720615599999995,-0.2991091000000097,1,0,0,1,0
Community College,CCP-Advanced Technology Center,Off-Campus Operation,Philadelphia,19139.0,"4750 Market Street, Philadelphia, PA 19139",39.9586559,-75.2167086,Community College - Off-Campus,,,,,,,,,0.006055899999999781,-0.0520886000000047,-0.48004410000000064,4.7804914000000025,-0.643644100000003,0.2546913999999987,-0.37834410000000673,0.7046914000000015,-2.170344100000001,4.86829139999999,0,1,1,0,0
Community College,HACC-Business Central,Off-Campus Operation,Cumberland,17013.0,"14­20 N. Hanover Street Carlisle, PA  17013",40.2015825,-77.1891025,Community College - Off-Campus,,,,,,,,,0.24898250000000388,-2.024482500000005,-0.23711749999999654,2.8080975000000024,-0.40071749999999895,-1.7177025000000015,-0.13541750000000263,-1.2677024999999986,-1.9274174999999971,2.8958974999999896,0,0,1,0,1
Community College,Butler CC-Brockway,Off-Campus Operation,Jefferson,15824.0,"1200 Wood Street, Brockway, PA 15824",41.250189,-78.789857,Community College - Off-Campus,,,,,,,,,1.297589000000002,-3.6252369999999985,0.8114890000000017,1.2073430000000087,0.6478889999999993,-3.318456999999995,0.9131889999999956,-2.8684569999999923,-0.8788109999999989,1.295142999999996,1,0,0,1,1
Private College/University,Drexel University,Main Campus Location,Philadelphia,19104.0,"3141 Chestnut St, Philadelphia, PA 19104",39.9569305,-75.1899265,Private College/University - Main Campus,,,,,,,,,0.004330500000001791,-0.025306499999999232,-0.48176949999999863,4.807273500000008,-0.645369500000001,0.28147350000000415,-0.3800695000000047,0.731473500000007,-2.172069499999999,4.895073499999995,0,1,1,0,0
Rural Regional College,NPRC-Saegertown,Off-Campus Operation,Crawford,16433.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Community College,Delaware CC-Upper Darby,Off-Campus Operation,Delaware,19082.0,"1570 Garrett Road, Upper Darby, PA 19082",39.9551741,-75.2739826,Community College - Off-Campus,,,,,,,,,0.0025741000000039094,-0.1093625999999972,-0.4835258999999965,4.72321740000001,-0.6471258999999989,0.19741740000000618,-0.3818259000000026,0.647417400000009,-2.173825899999997,4.811017399999997,0,1,1,0,0
Private College/University,Johnson College - Hazleton,Off-Campus Operation,Luzerne,18202.0,"370 Maplewood Dr, Hazle Township, PA 18202",40.92498455,-76.04019578,Private College/University - Off-Campus,,,,,,,,,0.972384550000001,-0.8755757800000055,0.4862845500000006,3.9570042200000017,0.3226845499999982,-0.5687957800000021,0.5879845499999945,-0.11879577999999924,-1.20401545,4.044804219999989,1,1,0,0,0
State-Related Commonwealth University,Penn State Dubois,Branch Campus,Clearfield,15801.0,"1 College Place, DuBois, PA 15801",41.1272706,-78.7514305,State-Related Commonwealth University - Branch Campus,,,,,,,,,1.174670600000006,-3.5868104999999986,0.6885706000000056,1.2457695000000086,0.5249706000000032,-3.280030499999995,0.7902705999999995,-2.8300304999999923,-1.001729399999995,1.3335694999999959,0,0,0,1,1
Private College/University,Reconstructionist Rabbinical College,Main Campus Location,Montgomery,19095.0,"1299 Church Rd, Wyncote, PA 19095",40.0876739,-75.1494095,Private College/University - Main Campus,,,,,,,,,0.13507390000000186,0.015210499999994909,-0.35102609999999856,4.847790500000002,-0.514626100000001,0.3219904999999983,-0.24932610000000466,0.7719905000000011,-2.041326099999999,4.935590499999989,0,1,1,0,0
State-Related Commonwealth University,Penn State University,Main Campus Location,Centre,16802.0,"201 Old Main, University Park, Pennsylvania 16802",40.79643963,-77.86278919,State-Related Commonwealth University - Main Campus,,,,,,,,,0.8438396300000051,-2.6981691900000015,0.35773963000000464,2.1344108100000057,0.19413963000000223,-2.391389189999998,0.45943962999999854,-1.9413891899999953,-1.332560369999996,2.222210809999993,0,0,0,0,1
Private College/University,Manor College,Main Campus Location,Montgomery,19046.0,"700 Fox Chase Rd, Jenkintown, PA 19046",40.0881075,-75.1052795,Private College/University - Main Campus,,,,,,,,,0.13550750000000278,0.05934050000000468,-0.35059249999999764,4.891920500000012,-0.5141925,0.36612050000000806,-0.24889250000000374,0.8161205000000109,-2.040892499999998,4.979720499999999,0,1,1,0,0
Private College/University,Washington and Jefferson College,Main Campus Location,Washington,15301.0,"60 S Lincoln St, Washington, PA 15301",40.1706148,-80.2410941,Private College/University - Main Campus,,,,,,,,,0.21801480000000595,-5.076474099999999,-0.2680851999999945,-0.24389409999999145,-0.4316851999999969,-4.769694099999995,-0.16638520000000057,-4.319694099999992,-1.958385199999995,-0.15609410000000423,0,0,1,1,0
Community College,Westmoreland County Community College,Main Campus Location,Westmoreland,15697.0,"145 Pavilion Lane, Youngwood, PA 15697",40.23421452,-79.5653849,Community College - Main Campus,,,,,,,,,0.2816145200000051,-4.400764899999999,-0.20448547999999533,0.43181510000000856,-0.36808547999999774,-4.093984899999995,-0.10278548000000143,-3.6439848999999924,-1.894785479999996,0.5196150999999958,0,0,1,1,0
Private College/University,Harcum College,Main Campus Location,Montgomery,19010.0,"750 Montgomery Ave, Bryn Mawr, PA 19010",40.0215652,-75.3133409,Private College/University - Main Campus,,,,,,,,,0.06896520000000095,-0.1487209000000007,-0.4171347999999995,4.6838591000000065,-0.5807348000000019,0.15805910000000267,-0.31543480000000557,0.6080591000000055,-2.1074348,4.771659099999994,0,1,1,0,0
Private College/University,Bucknell University,Main Campus Location,Union,17837.0,"One Dent Dr, Lewisburg, PA 17837",40.95437241,-76.88404083,Private College/University - Main Campus,,,,,,,,,1.001772410000001,-1.7194208300000042,0.5156724100000005,3.113159170000003,0.3520724099999981,-1.4126408300000008,0.6173724099999944,-0.962640829999998,-1.17462759,3.20095916999999,0,0,0,0,1
Private College/University,Lebanon Valley College,Main Campus Location,Lebanon,17003.0,"101 College Ave, Annville, PA 17003",40.3323203,-76.5155151,Private College/University - Main Campus,,,,,,,,,0.37972030000000245,-1.3508951000000025,-0.10637969999999797,3.4816849000000047,-0.2699797000000004,-1.044115099999999,-0.004679700000004061,-0.5941150999999962,-1.7966796999999985,3.569484899999992,0,1,1,0,1
State-Related Commonwealth University,University of Pittsburgh-Bradford,Branch Campus,McKean,16701.0,"300 Campus Drive, Bradford, PA 16701",41.9447555,-78.6727152,State-Related Commonwealth University - Branch Campus,,,,,,,,,1.9921555000000026,-3.5080951999999996,1.5060555000000022,1.3244848000000076,1.3424554999999998,-3.2013151999999963,1.6077554999999961,-2.7513151999999934,-0.18424449999999837,1.4122847999999948,1,0,0,1,0
State-Related Commonwealth University,Lincoln University,Main Campus Location,Chester,19352.0,"1570 Baltimore Pike, Lincoln University, PA 19352",39.8065518,-75.9287055,State-Related Commonwealth University - Main Campus,,,,,,,,,-0.14604819999999563,-0.7640855000000073,-0.632148199999996,4.0684945,-0.7957481999999985,-0.4573055000000039,-0.5304482000000021,-0.007305500000001075,-2.3224481999999966,4.156294499999987,0,1,1,0,0
Rural Regional College,NPRC-Otto-Eldred,Off-Campus Operation,McKean,16729.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Private College/University,University of the Arts (The),Main Campus Location,Philadelphia,19102.0,"20 S Broad St, Philadelphia, PA 19102",39.9514443,-75.163989,Private College/University - Main Campus,,,,,,,,,-0.0011556999999982054,0.0006309999999984939,-0.4872556999999986,4.833211000000006,-0.650855700000001,0.3074110000000019,-0.3855557000000047,0.7574110000000047,-2.177555699999999,4.921010999999993,0,1,1,0,0
Private College/University,La Roche University,Main Campus Location,Allegheny,15237.0,"9000 Babcock Blvd, Pittsburgh, PA 15237",40.568182,-80.016497,Private College/University - Main Campus,,,,,,,,,0.6155820000000034,-4.851877000000002,0.12948200000000298,-0.01929699999999457,-0.03411799999999943,-4.545096999999998,0.2311819999999969,-4.0950969999999955,-1.5608179999999976,0.06850299999999265,0,0,1,1,0
Private College/University,Gettysburg College,Main Campus Location,Adams,17325.0,"300 N Washington St, Gettysburg, PA 17325",39.833639,-77.2333325,Private College/University - Main Campus,,,,,,,,,-0.11896099999999876,-2.0687125000000037,-0.6050609999999992,2.7638675000000035,-0.7686610000000016,-1.7619325000000003,-0.5033610000000053,-1.3119324999999975,-2.2953609999999998,2.8516674999999907,0,0,1,0,1
State-Related Commonwealth University,Penn State Altoona,Branch Campus,Blair,16601.0,"3000 Ivyside Park, Altoona, PA 16601",40.539898,-78.40984,State-Related Commonwealth University - Branch Campus,,,,,,,,,0.5872980000000041,-3.2452200000000033,0.10119800000000367,1.5873600000000039,-0.062401999999998736,-2.93844,0.20289799999999758,-2.488439999999997,-1.589101999999997,1.675159999999991,0,0,1,1,1
Private College/University,Susquehanna University,Main Campus Location,Snyder,17870.0,"514 University Ave, Selinsgrove, PA 17870",40.7975578,-76.8746089,Private College/University - Main Campus,,,,,,,,,0.8449578000000031,-1.709988899999999,0.35885780000000267,3.122591100000008,0.19525780000000026,-1.4032088999999957,0.4605577999999966,-0.9532088999999928,-1.331442199999998,3.2103910999999954,0,0,0,0,1
Community College,Luzerne CC-Shamokin,Off-Campus Operation,Northumberland,17872.0,"2 East Arch Street, Shamokin, PA 17872",40.7887714,-76.5554336,Community College - Off-Campus,,,,,,,,,0.8361714000000049,-1.3908136000000013,0.3500714000000045,3.441766400000006,0.18647140000000206,-1.084033599999998,0.4517713999999984,-0.6340335999999951,-1.340228599999996,3.529566399999993,0,1,0,0,1
Rural Regional College,NPRC-Austin,Off-Campus Operation,Potter,16720.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Community College,Westmoreland CC-Advanced Technology Center,Off-Campus Operation,Westmoreland,15666.0,"1001 #1009, Technology Dr, Mt Pleasant, PA 15666",40.18889129,-79.57894617,Community College - Off-Campus,,,,,,,,,0.23629129000000404,-4.414326169999995,-0.24980870999999638,0.4182538300000118,-0.4134087099999988,-4.107546169999992,-0.14810871000000247,-3.657546169999989,-1.940108709999997,0.506053829999999,0,0,1,1,0
Rural Regional College,NPRC-Galena,Off-Campus Operation,Venango,16323.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Community College,Westmoreland CC-Latrobe,Off-Campus Operation,Westmoreland,15650.0,"130 Depot Street, Latrobe, PA 15650",40.3160484,-79.386829,Community College - Off-Campus,,,,,,,,,0.3634484000000029,-4.2222090000000065,-0.12265159999999753,0.6103710000000007,-0.28625159999999994,-3.915429000000003,-0.020951600000003623,-3.4654290000000003,-1.812951599999998,0.6981709999999879,0,0,1,1,0
Private College/University,American College of Financial Services,Main Campus Location,Montgomery,19406.0,"630 Allendale Rd #400, King of Prussia, PA 19406",40.10127697,-75.39462638,Private College/University - Main Campus,,,,,,,,,0.1486769700000039,-0.23000638000000606,-0.3374230299999965,4.602573620000001,-0.5010230299999989,0.07677361999999732,-0.2357230300000026,0.5267736200000002,-2.027723029999997,4.690373619999988,0,1,1,0,0
Private College/University,Immaculata University,Main Campus Location,Chester,19345.0,"1145 West King Road, Immaculata Dr, PA 19345",40.02731,-75.566042,Private College/University - Main Campus,,,,,,,,,0.07471000000000316,-0.4014219999999966,-0.41138999999999726,4.431158000000011,-0.5749899999999997,-0.09464199999999323,-0.30969000000000335,0.3553580000000096,-2.101689999999998,4.518957999999998,0,1,1,0,0
State-Related Commonwealth University,Penn State Mont Alto,Branch Campus,Franklin,17237.0,"1 Campus Drive, Mont Alto, PA 17237",39.839794,-77.5430358,State-Related Commonwealth University - Branch Campus,,,,,,,,,-0.11280599999999907,-2.378415799999999,-0.5989059999999995,2.454164200000008,-0.7625060000000019,-2.0716357999999957,-0.4972060000000056,-1.6216357999999929,-2.289206,2.5419641999999953,0,0,1,0,1
State-Related Commonwealth University,Penn State Great Valley,Branch Campus,Chester,19355.0,"30 East Swedesford Rd, Malvern, PA 19355",40.0529511,-75.5222463,State-Related Commonwealth University - Branch Campus,,,,,,,,,0.10035110000000458,-0.35762630000000684,-0.38574889999999584,4.4749537,-0.5493488999999983,-0.05084630000000345,-0.28404890000000194,0.3991536999999994,-2.0760488999999964,4.562753699999988,0,1,1,0,0
State-Related Commonwealth University,University of Pittsburgh-Greensburg,Branch Campus,Westmoreland,15601.0,"150 Finoli Drive Greensburg, PA 15601",40.2756773,-79.5335498,State-Related Commonwealth University - Branch Campus,,,,,,,,,0.32307730000000134,-4.368929800000004,-0.16302269999999908,0.46365020000000357,-0.3266227000000015,-4.0621498,-0.06132270000000517,-3.6121497999999974,-1.8533226999999997,0.5514501999999908,0,0,1,1,0
Private College/University,Lycoming College,Main Campus Location,Lycoming,17701.0,"One College Pl, Williamsport, PA 17701",41.247163,-77.000287,Private College/University - Main Campus,,,,,,,,,1.2945630000000037,-1.8356670000000008,0.8084630000000033,2.9969130000000064,0.6448630000000009,-1.5288869999999974,0.9101629999999972,-1.0788869999999946,-0.8818369999999973,3.0847129999999936,1,1,0,0,1
Private College/University,Mount Aloysius College,Main Campus Location,Cambria,16630.0,"7373 Admiral Peary Hwy, Cresson, PA 16630",40.4603475,-78.6005664,Private College/University - Main Campus,,,,,,,,,0.5077475000000007,-3.435946400000006,0.021647500000000264,1.3966336000000013,-0.14195250000000215,-3.1291664000000026,0.12334749999999417,-2.6791663999999997,-1.6686525000000003,1.4844335999999885,0,0,1,1,1
Private College/University,Seton Hill University,Main Campus Location,Westmoreland,15601.0,"1 Seton Hill Dr, Greensburg, PA 15601",40.3084227,-79.5554867,Private College/University - Main Campus,,,,,,,,,0.3558227000000045,-4.390866700000004,-0.13027729999999593,0.44171330000000353,-0.29387729999999834,-4.0840867,-0.028577300000002026,-3.6340866999999974,-1.8205772999999965,0.5295132999999907,0,0,1,1,0
Rural Regional College,NPRC-Union City,Off-Campus Operation,Erie,16438.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Community College,Delaware CC-Southeast Center,Off-Campus Operation,Delaware,19074.0,"2000 Elmwood Avenue, Sharon Hill, PA 19074",39.9050871,-75.2674851,Community College - Off-Campus,,,,,,,,,-0.04751289999999386,-0.10286510000000249,-0.5336128999999943,4.729714900000005,-0.6972128999999967,0.2039149000000009,-0.4319129000000004,0.6539149000000037,-2.223912899999995,4.817514899999992,0,1,1,0,0
Private College/University,Gannon University,Main Campus Location,Erie,16541.0,"109 University Square, Erie, PA 16541",42.1278545,-80.08899935,Private College/University - Main Campus,,,,,,,,,2.175254500000001,-4.924379349999995,1.6891545000000008,-0.09179934999998807,1.5255544999999984,-4.617599349999992,1.7908544999999947,-4.167599349999989,-0.0011454999999997995,-0.003999350000000845,1,0,0,1,0
Private College/University,Carlow University,Main Campus Location,Allegheny,15213.0,"3333 Fifth Ave, Pittsburgh, PA 15213",40.438763,-79.9636614,Private College/University - Main Campus,,,,,,,,,0.4861630000000048,-4.799041400000007,6.300000000436512e-05,0.033538599999999974,-0.16353699999999805,-4.492261400000004,0.10176299999999827,-4.042261400000001,-1.6902369999999962,0.1213385999999872,0,0,1,1,0
Community College,Penn Highlands CC-Blair,Off-Campus Operation,Blair,16602.0,"5580 Goods Ln, Altoona, PA 16602",40.467873,-78.409674,Community College - Off-Campus,,,,,,,,,0.5152730000000005,-3.245053999999996,0.029173000000000116,1.587526000000011,-0.1344270000000023,-2.9382739999999927,0.13087299999999402,-2.48827399999999,-1.6611270000000005,1.6753259999999983,0,0,1,1,1
Private College/University,Lafayette College,Main Campus Location,Northampton,18042.0,"730 High St, Easton, PA 18042",40.6986835,-75.209246,Private College/University - Main Campus,,,,,,,,,0.7460835000000046,-0.04462599999999384,0.25998350000000414,4.787954000000013,0.09638350000000173,0.26215400000000955,0.36168349999999805,0.7121540000000124,-1.4303164999999964,4.875754000000001,0,1,0,0,0
Community College,Delaware County Community College,Main Campus Location,Delaware,19063.0,"901 South Media Line Road, Media, PA 19063",39.894819,-75.446372,Community College - Main Campus,,,,,,,,,-0.05778099999999853,-0.28175199999999734,-0.543880999999999,4.55082800000001,-0.7074810000000014,0.025028000000006045,-0.44218100000000504,0.4750280000000089,-2.2341809999999995,4.638627999999997,0,1,1,0,0
Private College/University,Gratz College,Main Campus Location,Montgomery,19027.0,"7605 Old York Rd, Melrose Park, PA 19027",40.0671232,-75.1339788,Private College/University - Main Campus,,,,,,,,,0.11452320000000071,0.030641200000005142,-0.3715767999999997,4.863221200000012,-0.5351768000000021,0.3374212000000085,-0.2698768000000058,0.7874212000000114,-2.0618768000000003,4.9510212,0,1,1,0,0
Private College/University,Swarthmore College,Main Campus Location,Delaware,19081.0,"500 College Ave, Swarthmore, PA 19081",39.9036028,-75.3537373,Private College/University - Main Campus,,,,,,,,,-0.04899719999999519,-0.1891173000000066,-0.5350971999999956,4.643462700000001,-0.698697199999998,0.11766269999999679,-0.4333972000000017,0.5676626999999996,-2.225397199999996,4.731262699999988,0,1,1,0,0
Private College/University,Penn View Bible Institute,Main Campus Location,Snyder,17862.0,"125 Penn View Dr, Penns Creek, PA 17862",40.8637848,-77.0605858,Private College/University - Main Campus,,,,,,,,,0.9111848000000009,-1.895965799999999,0.4250848000000005,2.936614200000008,0.2614847999999981,-1.5891857999999957,0.5267847999999944,-1.1391857999999928,-1.2652152,3.0244141999999954,0,0,0,0,1
Community College,Butler County Community College,Main Campus Location,Butler,16002.0,"107 College Drive, Butler, PA 16002",40.8266823,-79.9150906,Community College - Main Campus,,,,,,,,,0.8740823000000049,-4.7504706,0.38798230000000444,0.08210940000000733,0.22438230000000203,-4.4436905999999965,0.48968229999999835,-3.9936905999999937,-1.3023176999999961,0.16990939999999455,0,0,0,1,1
Private College/University,Neumann University,Main Campus Location,Delaware,19014.0,"1 Neumann Dr, Aston, PA 19014",39.875563,-75.4404745,Private College/University - Main Campus,,,,,,,,,-0.07703699999999714,-0.2758544999999941,-0.5631369999999976,4.556725500000013,-0.726737,0.030925500000009265,-0.46143700000000365,0.4809255000000121,-2.253436999999998,4.6445255,0,1,1,0,0
Private College/University,Cedar Crest College,Main Campus Location,Lehigh,18104.0,"100 College Dr, Allentown, PA 18104",40.585938,-75.513757,Private College/University - Main Campus,,,,,,,,,0.633338000000002,-0.3491369999999989,0.14723800000000153,4.483443000000008,-0.016362000000000876,-0.04235699999999554,0.24893799999999544,0.4076430000000073,-1.543061999999999,4.5712429999999955,0,1,0,0,1
State-Related Commonwealth University,Penn State Abington,Branch Campus,Bucks,19001.0,"1600 Woodland Rd, Abington, PA 19001",40.11732,-75.112011,State-Related Commonwealth University - Branch Campus,,,,,,,,,0.16472000000000264,0.0526090000000039,-0.3213799999999978,4.885189000000011,-0.4849800000000002,0.3593890000000073,-0.21968000000000387,0.8093890000000101,-2.0116799999999984,4.972988999999998,0,1,1,0,0
Community College,Butler CC-Armstrong,Off-Campus Operation,Armstrong,16226.0,"1104 4th Avenue, Ford City, PA 16226",40.772577,-79.529544,Community College - Off-Campus,,,,,,,,,0.8199770000000015,-4.364924000000002,0.3338770000000011,0.4676560000000052,0.17027699999999868,-4.058143999999999,0.435576999999995,-3.608143999999996,-1.3564229999999995,0.5554559999999924,0,0,0,1,1
Community College,HACC-Gettysburg,Branch Campus,Adams,17325.0,"731 Old Harrisburg Road, Gettysburg, PA 17325",39.8389452,-77.2237064,Community College - Branch Campus,,,,,,,,,-0.11365479999999906,-2.059086399999998,-0.5997547999999995,2.773493600000009,-0.7633548000000019,-1.7523063999999948,-0.49805480000000557,-1.302306399999992,-2.2900548,2.861293599999996,0,0,1,0,1
State-Related Commonwealth University,Penn State Wilkes-Barre,Branch Campus,Luzerne,18612.0,"44 University Drive, Dallas, Pennsylvania 18612",41.329525,-75.963533,State-Related Commonwealth University - Branch Campus,,,,,,,,,1.376925,-0.7989129999999989,0.8908249999999995,4.033667000000008,0.7272249999999971,-0.4921329999999955,0.9925249999999934,-0.04213299999999265,-0.799475000000001,4.1214669999999956,1,1,0,0,0
Rural Regional College,NPRC-Potter CEC,Off-Campus Operation,Potter,16915.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Community College,Community College of Philadelphia,Main Campus Location,Philadelphia,19130.0,"1700 Spring Garden Street, Philadelphia, PA 19130",39.9618483,-75.1665244,Community College - Main Campus,,,,,,,,,0.009248300000002985,-0.0019044000000008054,-0.47685169999999744,4.830675600000006,-0.6404516999999998,0.3048756000000026,-0.37515170000000353,0.7548756000000054,-2.167151699999998,4.918475599999994,0,1,1,0,0
Private College/University,Widener University / Main,Main Campus Location,Delaware,19013.0,"One University Pl, Chester, PA 19013",39.939381,-75.256879,Private College/University - Main Campus,,,,,,,,,-0.013218999999999426,-0.09225899999999854,-0.49931899999999985,4.740321000000009,-0.6629190000000023,0.21452100000000485,-0.39761900000000594,0.6645210000000077,-2.1896190000000004,4.828120999999996,0,1,1,0,0
Community College,Lehigh Carbon Community College,Main Campus Location,Lehigh,18078.0,"4525 Education Park Drive Schnecksville, PA. 18078",40.6622312,-75.6103906,Community College - Main Campus,,,,,,,,,0.709631200000004,-0.445770600000003,0.2235312000000036,4.386809400000004,0.059931200000001184,-0.13899059999999963,0.3252311999999975,0.3110094000000032,-1.466768799999997,4.474609399999991,0,1,0,0,1
Private College/University,Juniata College,Main Campus Location,Huntingdon,16652.0,"1700 Moore St, Huntingdon, PA 16652",40.4989385,-78.0175327,Private College/University - Main Campus,,,,,,,,,0.5463385000000045,-2.8529127000000045,0.06023850000000408,1.9796673000000027,-0.10336149999999833,-2.546132700000001,0.161938499999998,-2.0961326999999983,-1.6300614999999965,2.06746729999999,0,0,1,0,1
Private College/University,Walnut Hill College,Main Campus Location,Philadelphia,19104.0,"4207 Walnut St, Philadelphia, PA 19104",39.9547004,-75.2066646,Private College/University - Main Campus,,,,,,,,,0.002100400000003333,-0.04204459999999699,-0.4839995999999971,4.79053540000001,-0.6475995999999995,0.2647354000000064,-0.3822996000000032,0.7147354000000092,-2.1742995999999977,4.878335399999997,0,1,1,0,0
Community College,Luzerne CC-Berwick,Off-Campus Operation,Columbia,18603.0,"107 South Market Street, Berwick, PA 18603",41.0541925,-76.2327842,Community College - Off-Campus,,,,,,,,,1.1015925000000024,-1.0681641999999982,0.615492500000002,3.764415800000009,0.4518924999999996,-0.7613841999999948,0.7171924999999959,-0.311384199999992,-1.0748074999999986,3.852215799999996,0,1,0,0,1
Community College,CCAC-West Hills,Off-Campus Operation,Allegheny,15071.0,"1000 McKee Road, Oakdale, PA 15071",40.4370898,-80.1933713,Community College - Off-Campus,,,,,,,,,0.48448980000000574,-5.028751299999996,-0.001610199999994677,-0.19617129999998895,-0.1652101999999971,-4.721971299999993,0.10008979999999923,-4.27197129999999,-1.6919101999999953,-0.10837130000000172,0,0,1,1,0
State-Related Commonwealth University,Penn State Brandywine,Branch Campus,Delaware,19063.0,"25 Yearsley Mill Rd, Media, PA 19063",39.9285813,-75.4478152,State-Related Commonwealth University - Branch Campus,,,,,,,,,-0.02401869999999917,-0.28319519999999443,-0.5101186999999996,4.549384800000013,-0.673718700000002,0.023584800000008954,-0.4084187000000057,0.4735848000000118,-2.2004187,4.6371848,0,1,1,0,0
Community College,Reading Area Community College,Main Campus Location,Berks,19602.0,"10 South Second Street, Reading, PA 19602",40.33458711,-75.93448658,Community College - Main Campus,,,,,,,,,0.3819871100000043,-0.7698665799999986,-0.10411288999999613,4.062713420000009,-0.26771288999999854,-0.46308657999999525,-0.0024128900000022213,-0.01308657999999241,-1.7944128899999967,4.150513419999996,0,1,1,0,0
Private College/University,Duquesne University,Main Campus Location,Allegheny,15282.0,"600 Forbes Ave, Pittsburgh, PA 15282",40.437947,-79.994009,Private College/University - Main Campus,,,,,,,,,0.4853470000000044,-4.829389000000006,-0.0007529999999960069,0.003191000000001054,-0.16435299999999842,-4.522609000000003,0.1009469999999979,-4.072609,-1.6910529999999966,0.09099099999998828,0,0,1,1,0
Private College/University,Marywood University,Main Campus Location,Lackawanna,18509.0,"2300 Adams Ave, Scranton, PA 18509",41.4334013,-75.6372468,Private College/University - Main Campus,,,,,,,,,1.480801300000003,-0.47262680000000046,0.9947013000000027,4.359953200000007,0.8311013000000003,-0.16584679999999707,1.0964012999999966,0.28415320000000577,-0.6955986999999979,4.447753199999994,1,1,0,0,0
State-Related Commonwealth University,Penn State Shenango,Branch Campus,Mercer,16146.0,"147 Shenango Ave, Sharon, PA 16146",41.2356125,-80.5085678,State-Related Commonwealth University - Branch Campus,,,,,,,,,1.2830125000000052,-5.343947799999995,0.7969125000000048,-0.5113677999999879,0.6333125000000024,-5.037167799999992,0.8986124999999987,-4.587167799999989,-0.8933874999999958,-0.4235678000000007,1,0,0,1,0
Rural Regional College,NPRC-Marilyn Horne,Off-Campus Operation,McKean,16701.0,,,,Rural Regional College - Off-Campus,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Community College,CCAC-Homewood-Brushton,Off-Campus Operation,Allegheny,15208.0,"701 North Homewood Ave, Pittsburgh, PA 15208",40.455668,-79.897081,Community College - Off-Campus,,,,,,,,,0.5030680000000061,-4.732461000000001,0.016968000000005645,0.10011900000000651,-0.14663199999999676,-4.425680999999997,0.11866799999999955,-3.9756809999999945,-1.673331999999995,0.18791899999999373,0,0,1,1,0
Community College,Bucks CC-Lower Bucks,Branch Campus,Bucks,19007.0,"1304 Veterans Highway, Bristol, PA 19007",40.1098016,-74.8782179,Community College - Branch Campus,,,,,,,,,0.1572016000000005,0.28640210000000366,-0.3288983999999999,5.118982100000011,-0.49249840000000233,0.593182100000007,-0.22719840000000602,1.0431821000000099,-2.0191984000000005,5.206782099999998,0,1,1,0,0
Community College,HACC-York,Branch Campus,York,17404.0,"2010 Pennsylvania Ave., York, PA 17404",39.983983,-76.7454265,Community College - Branch Campus,,,,,,,,,0.03138300000000527,-1.5808064999999942,-0.45471699999999515,3.251773500000013,-0.6183169999999976,-1.2740264999999908,-0.35301700000000125,-0.824026499999988,-2.1450169999999957,3.3395735,0,1,1,0,0
Private College/University,Misericordia University,Main Campus Location,Luzerne,18612.0,"301 Lake Street, Dallas, PA 18612",41.348547,-75.979186,Private College/University - Main Campus,,,,,,,,,1.3959470000000067,-0.8145659999999992,0.9098470000000063,4.018014000000008,0.7462470000000039,-0.5077859999999959,1.0115470000000002,-0.05778599999999301,-0.7804529999999943,4.105813999999995,1,1,0,0,0
Private College/University,Eastern University,Main Campus Location,Delaware,19087.0,"1300 Eagle Rd, St Davids, PA 19087",40.0542387,-75.3678201,Private College/University - Main Campus,,,,,,,,,0.1016387000000023,-0.20320010000000366,-0.3844612999999981,4.6293799000000035,-0.5480613000000005,0.10357989999999972,-0.2827613000000042,0.5535799000000026,-2.0747612999999987,4.717179899999991,0,1,1,0,0
